,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,1.0,0.4946722198182605,0.4459116839214029,0.46675246675246673,0.3482529208135007,0.37859692773691045,0.38285374868004224,0.3582399207283087,0.40856231068801385,0.46906101254868027,0.34145041995737746,0.40172003461704886,0.40172003461704886,0.425059498052791,0.46622268304354764,0.3602477214302407,0.40180116832540025,0.32305688232739904,0.3691313284292514,0.3466287972338849,0.337536756389957,0.3333513630463003,0
1,0.4946722198182605,1.0,0.755017959011198,0.7174174174174174,0.5595732202472254,0.5934744268077601,0.5348468848996832,0.6399950455192915,0.5815480844409695,0.5100802688071682,0.48332706531277425,0.5058269065981148,0.5058269065981148,0.5869605863435794,0.6190780028712712,0.4679247487730778,0.5676235212247739,0.506079027355623,0.5907089791800422,0.5444554210916275,0.5223083012893011,0.676114110299566,0
2,0.4459116839214029,0.755017959011198,1.0,0.4945066553982675,0.6422987534333404,0.8256391295161631,0.39303824212972743,0.7192055778575956,0.5321677582928375,0.6105535601098668,0.3430171138812592,0.4879568983731249,0.4879568983731249,0.7168814705260934,0.4591168392140292,0.37634692583984786,0.5971899429537292,0.43233678428058314,0.6687090640185929,0.383055144728502,0.4585886330023241,0.5867842805831396,0
3,0.46675246675246673,0.7174174174174174,0.4945066553982675,1.0,0.6794079794079795,0.6817245817245817,0.37842127842127843,0.5143286143286143,0.5972972972972973,0.6925782925782926,0.34573144573144576,0.6190476190476191,0.6190476190476191,0.7118833118833119,0.4310596310596311,0.396996996996997,0.5884598884598884,0.4181038181038181,0.7137280137280138,0.35692835692835695,0.45225225225225224,0.5957957957957958,0
4,0.3482529208135007,0.5595732202472254,0.6422987534333404,0.6794079794079795,1.0,0.563768835152937,0.34391499472016895,0.4961602774509197,0.4279384936148032,0.45003609131101685,0.29842045881910495,0.4192005774609763,0.4192005774609763,0.541730578363259,0.46016111022491624,0.3365564384201917,0.45269782549851123,0.3331524099001303,0.6063468770063285,0.4457479212974397,0.3589968332956345,0.5007674393987509,0
5,0.37859692773691045,0.5934744268077601,0.8256391295161631,0.6817245817245817,0.563768835152937,1.0,0.38443769799366423,0.6691335851861027,0.45506906437320827,0.4627693895986579,0.32599974927917763,0.3829956553533789,0.3829956553533789,0.5545876887340302,0.533817195724996,0.3473066136947885,0.4285069041166602,0.36018237082066873,0.5883013849399248,0.4806536593397547,0.3936326622935987,0.5158780565258813,0
6,0.38285374868004224,0.5348468848996832,0.39303824212972743,0.37842127842127843,0.34391499472016895,0.38443769799366423,1.0,0.3364572333685322,0.438291974656811,0.48630543822597677,0.6654567053854277,0.36995116156283003,0.36995116156283003,0.40727296726504747,0.39882756420481735,0.367905227032735,0.4009701689545935,0.40671198521647306,0.3592265047518479,0.3372026014653824,0.34384899683210135,0.3762209609292503,0
7,0.3582399207283087,0.6399950455192915,0.7192055778575956,0.5143286143286143,0.4961602774509197,0.6691335851861027,0.3364572333685322,1.0,0.42069734315972007,0.49495262277822505,0.28434875266390874,0.388369356536818,0.388369356536818,0.5786214157428624,0.4721247407880045,0.3074874589707066,0.4675791168638137,0.3568774385334737,0.5167213723911562,0.43253478225076153,0.3560413699139159,0.4625936706508949,0
8,0.40856231068801385,0.5815480844409695,0.5321677582928375,0.5972972972972973,0.4279384936148032,0.45506906437320827,0.438291974656811,0.42069734315972007,1.0,0.7467292155329686,0.3784630813589068,0.4844149074798019,0.4844149074798019,0.4995308835027365,0.5274764715265593,0.3596342603412012,0.46432108418034923,0.36501302648719064,0.4496742246546781,0.3999341401169013,0.4417269848450577,0.43693765216470837,0
9,0.46906101254868027,0.5100802688071682,0.6105535601098668,0.6925782925782926,0.45003609131101685,0.4627693895986579,0.48630543822597677,0.49495262277822505,0.7467292155329686,1.0,0.42346746897329823,0.4576478149100257,0.4576478149100257,0.44145912796350306,0.602528313925666,0.4032484225286282,0.3785327608736233,0.41245115067303517,0.47732275520498946,0.4489585905985017,0.522449672019905,0.5303800148195195,0
10,0.34145041995737746,0.48332706531277425,0.3430171138812592,0.34573144573144576,0.29842045881910495,0.32599974927917763,0.6654567053854277,0.28434875266390874,0.3784630813589068,0.42346746897329823,1.0,0.32574902845681336,0.32574902845681336,0.3451485520872508,0.35276758653692775,0.34276670427479,0.36667920270778487,0.38476244202080984,0.30597342359282936,0.30657775582448343,0.3033721950607998,0.32380594208349,0
11,0.40172003461704886,0.5058269065981148,0.4879568983731249,0.6190476190476191,0.4192005774609763,0.3829956553533789,0.36995116156283003,0.388369356536818,0.4844149074798019,0.4576478149100257,0.32574902845681336,1.0,1.0,0.42913453299057414,0.4657042590524805,0.3337812573031082,0.3966795201371037,0.32796895353886235,0.4369668898468312,0.4040092203836338,0.35042976702103595,0.42174764475494864,0
12,0.40172003461704886,0.5058269065981148,0.4879568983731249,0.6190476190476191,0.4192005774609763,0.3829956553533789,0.36995116156283003,0.388369356536818,0.4844149074798019,0.4576478149100257,0.32574902845681336,1.0,1.0,0.42913453299057414,0.4657042590524805,0.3337812573031082,0.3966795201371037,0.32796895353886235,0.4369668898468312,0.4040092203836338,0.35042976702103595,0.42174764475494864,0
13,0.425059498052791,0.5869605863435794,0.7168814705260934,0.7118833118833119,0.541730578363259,0.5545876887340302,0.40727296726504747,0.5786214157428624,0.4995308835027365,0.44145912796350306,0.3451485520872508,0.42913453299057414,0.42913453299057414,1.0,0.5630084542989313,0.3809885487263379,0.4218644828359883,0.37926074685193223,0.5877510776850408,0.4890507944348399,0.5244288622483602,0.560971737059384,0
14,0.46622268304354764,0.6190780028712712,0.4591168392140292,0.4310596310596311,0.46016111022491624,0.533817195724996,0.39882756420481735,0.4721247407880045,0.5274764715265593,0.602528313925666,0.35276758653692775,0.4657042590524805,0.4657042590524805,0.5630084542989313,1.0,0.36947679055670757,0.4634710480140373,0.42028234168128886,0.507497208486202,0.34864575615378285,0.42793906524166536,0.44839687350454616,0
15,0.3602477214302407,0.4679247487730778,0.37634692583984786,0.396996996996997,0.3365564384201917,0.3473066136947885,0.367905227032735,0.3074874589707066,0.3596342603412012,0.4032484225286282,0.34276670427479,0.3337812573031082,0.3337812573031082,0.3809885487263379,0.36947679055670757,1.0,0.3884377190932461,0.30643842019163353,0.3455246552932928,0.33436239400675066,0.2921243281140453,0.3241995793409675,0
16,0.40180116832540025,0.5676235212247739,0.5971899429537292,0.5884598884598884,0.45269782549851123,0.4285069041166602,0.4009701689545935,0.4675791168638137,0.46432108418034923,0.3785327608736233,0.36667920270778487,0.3966795201371037,0.3966795201371037,0.4218644828359883,0.4634710480140373,0.3884377190932461,1.0,0.3343465045592705,0.4551270292580024,0.3986169424549271,0.424423207419136,0.5322589181750821,0
17,0.32305688232739904,0.506079027355623,0.43233678428058314,0.4181038181038181,0.3331524099001303,0.36018237082066873,0.40671198521647306,0.3568774385334737,0.36501302648719064,0.41245115067303517,0.38476244202080984,0.32796895353886235,0.32796895353886235,0.37926074685193223,0.42028234168128886,0.30643842019163353,0.3343465045592705,1.0,0.3517422926617455,0.3761010949205565,0.28751979190228455,0.3235453755970473,0
18,0.3691313284292514,0.5907089791800422,0.6687090640185929,0.7137280137280138,0.6063468770063285,0.5883013849399248,0.3592265047518479,0.5167213723911562,0.4496742246546781,0.47732275520498946,0.30597342359282936,0.4369668898468312,0.4369668898468312,0.5877510776850408,0.507497208486202,0.3455246552932928,0.4551270292580024,0.3517422926617455,1.0,0.4572322384127768,0.372342230264646,0.5062982957552662,0
19,0.3466287972338849,0.5444554210916275,0.383055144728502,0.35692835692835695,0.4457479212974397,0.4806536593397547,0.3372026014653824,0.43253478225076153,0.3999341401169013,0.4489585905985017,0.30657775582448343,0.4040092203836338,0.4040092203836338,0.4890507944348399,0.34864575615378285,0.33436239400675066,0.3986169424549271,0.3761010949205565,0.4572322384127768,1.0,0.3338684448835103,0.39853461760105374,0
20,0.337536756389957,0.5223083012893011,0.4585886330023241,0.45225225225225224,0.3589968332956345,0.3936326622935987,0.34384899683210135,0.3560413699139159,0.4417269848450577,0.522449672019905,0.3033721950607998,0.35042976702103595,0.35042976702103595,0.5244288622483602,0.42793906524166536,0.2921243281140453,0.424423207419136,0.28751979190228455,0.372342230264646,0.3338684448835103,1.0,0.40457475684234334,0
21,0.3333513630463003,0.676114110299566,0.5867842805831396,0.5957957957957958,0.5007674393987509,0.5158780565258813,0.3762209609292503,0.4625936706508949,0.43693765216470837,0.5303800148195195,0.32380594208349,0.42174764475494864,0.42174764475494864,0.560971737059384,0.44839687350454616,0.3241995793409675,0.5322589181750821,0.3235453755970473,0.5062982957552662,0.39853461760105374,0.40457475684234334,1.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
